,rpersona,reduca
94078,0193351171101,11.0
94079,0193351171102,0.0
94080,0193351171103,0.0
94081,0193360061101,11.0
94082,0193360061102,0.0
94083,0193360061103,13.0
94084,0193360061104,7.0
94085,0193360061105,0.0
94086,0193360061106,0.0
94087,0193360221101,11.0
94088,0193360221102,11.0
94089,0193360221103,7.0
94090,0193360221104,0.0
94091,0193360271101,11.0
94092,0193360271102,3.0
94093,0193360271103,14.0
94094,0193360271104,14.0
94095,0193360271105,0.0
94096,0193360271106,11.0
94097,0193360301101,0.0
94098,0193360301102,0.0
94099,0193360301103,0.0
94100,0193360301104,1.0
94101,0193360341101,0.0
94102,0193360341102,0.0
94103,0193360341103,0.0
94104,0193360341104,3.0
94105,0193360341105,1.0
94106,0193361031101,0.0
94107,0193361031102,0.0
94108,0193361031103,9.0
94109,0193361031104,7.0
94110,0193361031105,0.0
94111,0193361031106,
94112,0193361031107,
94113,0193370641101,11.0
94114,0193370641102,2.0
94115,0193370781101,1.0
94116,0193370781102,
94117,0193370781103,0.0
94118,0193370781104,11.0
94119,0193370921101,11.0
94120,0193370921102,12.0
94121,0193371071101,3.0
94122,0193371071102,
94123,0193371071103,0.0
94124,0193371201101,
94125,0193371201102,
94126,0193380091101,11.0
94127,0193380151101,
94128,0193380281101,11.0
94129,0193380281102,8.0
94130,0193380401101,11.0
94131,0193380401102,0.0
94132,0193380401103,0.0
94133,0193380401104,0.0
94134,0193380471101,0.0
94135,0193380531101,0.0
94136,0193380531102,
94137,0193380531103,0.0
94138,0193380531104,7.0
94139,0193380531105,9.0
94140,0193390131101,11.0
94141,0193390261101,5.0
94142,0193390681101,5.0
94143,0193390981101,8.0
94144,0193390981102,11.0
94145,0193390981103,0.0
94146,0193390981104,
94147,0193390981105,5.0
94148,0193391121101,15.0
94149,0193391121102,15.0
94150,0193391121103,16.0
94151,0193391241101,16.0
94152,0193391241102,11.0
94153,0193391241103,16.0
94154,0193391241104,16.0
94155,0193400251101,11.0
94156,0193400251102,11.0
94157,0193400381101,14.0
94158,0193400381102,11.0
94159,0193400381103,0.0
94160,0193400381104,3.0
94161,0193400521101,11.0
94162,0193400521102,11.0
94163,0193400651101,11.0
94164,0193400651102,11.0
94165,0193400651103,11.0
94166,0193400651104,7.0
94167,0193400651105,0.0
94168,0193400791101,11.0
94169,0193400791102,11.0
94170,0193400791103,11.0
94171,0193400791104,0.0
94172,0193400791105,0.0
94173,0193410151101,7.0
94174,0193410491101,14.0
94175,0193410491102,11.0
94176,0193410491103,2.0
94177,0193410831101,12.0
94178,0193410831102,11.0
94179,0193410831103,11.0
94180,0193410831104,11.0
94181,0193410831106,7.0
94182,0193411021101,11.0
94183,0193411021102,
94184,0193411021103,15.0
94185,0193411021104,8.0
94186,0193411021105,2.0
94187,0193411181101,2.0
94188,0193420021101,14.0
94189,0193420021102,13.0
94190,0193420021103,7.0
94191,0193420021104,0.0
94192,0193420521101,9.0
94193,0193420521102,11.0
94194,0193420691201,9.0
94195,0193420691202,14.0
94196,0193420691203,11.0
94197,0193420691204,11.0
94198,0193420691205,0.0
94199,0193420692201,11.0
94200,0193420692202,9.0
94201,0193420692203,0.0
94202,0193420692204,
94203,0193420861101,11.0
94204,0193420861102,11.0
94205,0193420861103,11.0
94206,0193420861104,11.0
94207,0193420861105,10.0
94208,0193421031101,11.0
94209,0193421031102,11.0
94210,0193421031103,12.0
94211,0193421031104,0.0
94212,0193440021101,11.0
94213,0193440021102,8.0
94214,0193440211101,11.0
94215,0193440211102,11.0
94216,0193440211103,11.0
94217,0193440211104,0.0
94218,0193440651101,12.0
94219,0193440651102,11.0
94220,0193440651103,0.0
94221,0193440871101,11.0
94222,0193440871102,11.0
94223,0193440871103,8.0
94224,0193440871104,0.0
94225,0193441091101,0.0
94226,0193441091102,0.0
94227,0193441091103,9.0
94228,0193441091104,3.0
94229,0193441091105,9.0
94230,0193441301101,5.0
94231,0193441301102,11.0
94232,0193441301103,12.0
94233,0193441301104,0.0
94234,0193441301105,1.0
94235,0193450091101,16.0
94236,0193450091102,0.0
94237,0193450091103,2.0
94238,0193450221101,11.0
94239,0193450221102,11.0
94240,0193450221103,14.0
94241,0193450221104,9.0
94242,0193450481101,9.0
94243,0193450481102,0.0
94244,0193450481103,11.0
94245,0193450611101,11.0
94246,0193450611102,0.0
94247,0193450731101,11.0
94248,0193450731102,7.0
94249,0193450731103,11.0
94250,0193450731104,10.0
94251,0193450731105,0.0
94252,0193450731106,11.0
94253,0193450731107,11.0
94254,0193450861101,5.0
94255,0193450861102,14.0
94256,0193450861103,15.0
94257,0193460111101,14.0
94258,0193460111102,11.0
94259,0193460111103,0.0
94260,0193460111104,0.0
94261,0193460231101,16.0
94262,0193460231102,18.0
94263,0193460231103,12.0
94264,0193460231104,12.0
94265,0193460231105,2.0
94266,0193460331101,5.0
94267,0193460331102,5.0
94268,0193460561101,9.0
94269,0193460561102,3.0
94270,0193460561103,11.0
94271,0193460561104,11.0
94272,0193460561105,11.0
94273,0193460561106,8.0
94274,0193460561107,11.0
94275,0193460561108,0.0
94276,0193460681101,8.0
94277,0193460681102,7.0
94278,0193460801101,16.0
94279,0193460801102,1.0
94280,0193470101101,11.0
94281,0193470101102,2.0
94282,0193470301101,7.0
94283,0193470301102,11.0
94284,0193470301103,10.0
94285,0193470301104,0.0
94286,0193470501101,16.0
94287,0193470501102,5.0
94288,0193470501103,13.0
94289,0193470501104,0.0
94290,0193470901101,0.0
94291,0193470901102,5.0
94292,0193470901103,12.0
94293,0193471111101,
94294,0193471311101,11.0
94295,0193471311102,0.0
94296,0193480041101,10.0
94297,0193480041102,11.0
94298,0193480181101,8.0
94299,0193480181102,11.0
94300,0193480181103,0.0
94301,0193480181104,0.0
94302,0193480181105,1.0
94303,0193480461101,8.0
94304,0193480461102,12.0
94305,0193480461103,0.0
94306,0193480461104,3.0
94307,0193480601101,11.0
94308,0193480601102,11.0
94309,0193480601103,0.0
94310,0193480601104,
94311,0193480741101,11.0
94312,0193480741102,11.0
94313,0193480741103,0.0
94314,0193480741104,0.0
94315,0193480881101,0.0
94316,0193490081101,
94317,0193490081102,
94318,0193490261101,11.0
94319,0193490261102,0.0
94320,0193490631101,0.0
94321,0193490631102,11.0
94322,0193490631103,0.0
94323,0193490631104,
94324,0193490821101,8.0
94325,0193490821102,10.0
94326,0193490821103,10.0
94327,0193490821104,0.0
94328,0193490821105,
94329,0193491001101,0.0
94330,0193491001102,11.0
94331,0193491001103,10.0
94332,0193491001104,0.0
94333,0193491191101,3.0
94334,0193491191102,5.0
94335,0193500111201,1.0
94336,0193500111202,1.0
94337,0193500111203,0.0
94338,0193500111204,13.0
94339,0193500112201,7.0
94340,0193500112202,0.0
94341,0193500112203,10.0
94342,0193500112204,0.0
94343,0193500112205,0.0
94344,0193500112206,
94345,0193500301101,11.0
94346,0193500301102,14.0
94347,0193500671101,
94348,0193500861101,8.0
94349,0193500861102,0.0
94350,0193500861103,7.0
94351,0193500861104,0.0
94352,0193500861105,2.0
94353,0193501051101,6.0
94354,0193501051102,14.0
94355,0193501051103,0.0
94356,0193501051104,2.0
94357,0193501241101,0.0
94358,0193501241102,0.0
94359,0193501241103,11.0
94360,0193501241104,0.0
94361,0193501241105,1.0
94362,0193510101101,7.0
94363,0193510101102,11.0
94364,0193510101103,0.0
94365,0193510101104,0.0
94366,0193510271101,14.0
94367,0193510271102,16.0
94368,0193510271103,1.0
94369,0193510271104,1.0
94370,0193510601101,0.0
94371,0193510601102,8.0
94372,0193510601103,1.0
94373,0193510771101,0.0
94374,0193510771102,0.0
94375,0193510771103,11.0
94376,0193510771104,9.0
94377,0193510771105,0.0
94378,0193510921101,0.0
94379,0193510921102,0.0
94380,0193510921103,0.0
94381,0193510921104,0.0
94382,0193510921105,0.0
94383,0193511091101,2.0
94384,0193511091102,11.0
94385,0193511091103,11.0
94386,0193511091105,
94387,0193511091106,7.0
94388,0193520131101,16.0
94389,0193520131102,0.0
94390,0193520731101,7.0
94391,0193520731102,14.0
94392,0193520731103,11.0
94393,0193521121101,16.0
94394,0193521121102,16.0
94395,0193521121103,18.0
94396,0193521121104,14.0
94397,0193521121105,0.0
94398,0193521121106,2.0
94399,0193521321101,14.0
94400,0193521321102,16.0
94401,0193521321103,18.0
94402,0193521321104,14.0
94403,0193521321105,16.0
94404,0193521321106,0.0
94405,0193521321107,0.0
94406,0193530061101,5.0
94407,0193530061102,14.0
94408,0193530271101,11.0
94409,0193530271102,11.0
94410,0193530271103,13.0
94411,0193530271104,10.0
94412,0193530481201,3.0
94413,0193530481202,11.0
94414,0193530481203,11.0
94415,0193530482201,11.0
94416,0193530482202,1.0
94417,0193530691101,17.0
94418,0193530691102,17.0
94419,0193530691103,18.0
94420,0193530691104,14.0
94421,0193530691105,3.0
94422,0193530891101,11.0
94423,0193530891102,2.0
94424,0193531111101,12.0
94425,0193531111102,12.0
94426,0193531111103,9.0
94427,0193531111104,0.0
94428,0193560051101,13.0
94429,0193560051102,13.0
94430,0193560051103,0.0
94431,0193560271101,14.0
94432,0193560271102,14.0
94433,0193560711101,5.0
94434,0193560931101,7.0
94435,0193560931102,0.0
94436,0193560931103,9.0
94437,0193560931104,0.0
94438,0193561141101,12.0
94439,0193561141102,11.0
94440,0193561141103,0.0
94441,0193561141104,3.0
94442,0193561351101,11.0
94443,0193561351102,0.0
94444,0193561351103,14.0
94445,0193561351104,8.0
94446,0193570101101,14.0
94447,0193570101102,11.0
94448,0193570311101,11.0
94449,0193570521101,
94450,0193570521102,0.0
94451,0193570521103,11.0
94452,0193570931101,11.0
94453,0193570931102,11.0
94454,0193570931104,11.0
94455,0193570931105,10.0
94456,0193571351101,9.0
94457,0193571351102,11.0
94458,0193571351103,12.0
94459,0193571351104,9.0
94460,0193571351105,0.0
94461,0193571351106,2.0
94462,0193571351107,
94463,0193571551101,0.0
94464,0193571551102,0.0
94465,0193571551103,2.0
94466,0193580161101,2.0
94467,0193580161102,6.0
94468,0193580161103,11.0
94469,0193580421101,0.0
94470,0193580421102,11.0
94471,0193580421103,9.0
94472,0193580421104,0.0
94473,0193580691101,11.0
94474,0193580691102,11.0
94475,0193580691103,0.0
94476,0193580691104,
94477,0193580951101,0.0
94478,0193580951102,0.0
94479,0193580951103,11.0
94480,0193580951104,12.0
94481,0193580951105,11.0
94482,0193580951106,0.0
94483,0193581481101,8.0
94484,0193581481102,5.0
94485,0193581481103,11.0
94486,0193581481104,3.0
94487,0193582001101,0.0
94488,0193582001102,0.0
94489,0193582001103,7.0
94490,0193590101101,5.0
94491,0193590241101,11.0
94492,0193590241102,11.0
94493,0193590241103,11.0
94494,0193590241104,11.0
94495,0193590381101,16.0
94496,0193590521101,12.0
94497,0193590521102,11.0
94498,0193590521103,13.0
94499,0193590521104,11.0
94500,0193590521105,0.0
94501,0193590521106,0.0
94502,0193590661101,10.0
94503,0193590661102,0.0
94504,0193590661103,11.0
94505,0193590661104,10.0
94506,0193590951101,5.0
94507,0193590951102,5.0
94508,0193590951103,7.0
94509,0193610061101,2.0
94510,0193610061102,3.0
94511,0193610301101,13.0
94512,0193610301102,5.0
94513,0193610301103,10.0
94514,0193610301104,0.0
94515,0193610301105,0.0
94516,0193610301106,3.0
94517,0193610411101,0.0
94518,0193610411102,
94519,0193610411103,0.0
94520,0193610531101,11.0
94521,0193610531102,0.0
94522,0193610531103,11.0
94523,0193610531104,12.0
94524,0193610651201,3.0
94525,0193610651202,
94526,0193610651203,7.0
94527,0193610652201,8.0
94528,0193610652202,11.0
94529,0193610652203,0.0
94530,0193610652204,
94531,0193610771101,5.0
94532,0193610771102,1.0
94533,0193610771103,11.0
94534,0193620391101,0.0
94535,0193620391102,
94536,0193620531101,0.0
94537,0193620531102,
94538,0193620531103,10.0
94539,0193620531104,8.0
94540,0193620531105,2.0
94541,0193620671101,0.0
94542,0193620671102,0.0
94543,0193620671103,11.0
94544,0193620671104,0.0
94545,0193620671105,11.0
94546,0193620801101,
94547,0193620941101,0.0
94548,0193620941102,0.0
94549,0193620941103,13.0
94550,0193620941104,11.0
94551,0193620941105,9.0
94552,0193620941106,7.0
94553,0193620941107,0.0
94554,0193620941108,0.0
94555,0193620941109,1.0
94556,0193621081101,2.0
94557,0193621081102,
94558,0193630051101,2.0
94559,0193630051102,3.0
94560,0193630211101,1.0
94561,0193630211102,5.0
94562,0193630211103,2.0
94563,0193630371101,1.0
94564,0193630371102,
94565,0193630691101,11.0
94566,0193630691102,11.0
94567,0193630691103,12.0
94568,0193630691104,10.0
94569,0193630861101,1.0
94570,0193630861102,0.0
94571,0193631021101,3.0
94572,0193640111101,11.0
94573,0193640111102,11.0
94574,0193640311101,11.0
94575,0193640311102,2.0
94576,0193640701101,12.0
94577,0193640701102,14.0
94578,0193640701103,15.0
94579,0193640701104,12.0
94580,0193640701105,10.0
94581,0193640891101,11.0
94582,0193640891102,16.0
94583,0193640891103,11.0
94584,0193640891104,11.0
94585,0193640891105,9.0
94586,0193641091101,12.0
94587,0193641091102,15.0
94588,0193641091103,0.0
94589,0193641091104,16.0
94590,0193641091105,0.0
94591,0193641281101,5.0
94592,0193641281102,5.0
94593,0193650131101,18.0
94594,0193650131102,18.0
94595,0193650131103,2.0
94596,0193650131104,
94597,0193650311101,11.0
94598,0193650311102,8.0
94599,0193650311103,0.0
94600,0193650311104,0.0
94601,0193650311105,2.0
94602,0193650311107,
94603,0193650481101,11.0
94604,0193650481102,8.0
94605,0193650481103,0.0
94606,0193650481104,0.0
94607,0193650481105,5.0
94608,0193650671101,0.0
94609,0193650671102,4.0
94610,0193651221101,11.0
94611,0193651221102,16.0
94612,0193651221103,16.0
94613,0193651221104,0.0
94614,0193651221105,
94615,0193651221106,3.0
94616,0193660051101,16.0
94617,0193660051102,4.0
94618,0193660051103,0.0
94619,0193660051104,16.0
94620,0193660051105,16.0
94621,0193660051106,0.0
94622,0193660261101,0.0
94623,0193660261102,10.0
94624,0193660481101,5.0
94625,0193660481102,11.0
94626,0193660481103,14.0
94627,0193660481104,13.0
94628,0193660481105,11.0
94629,0193660481106,8.0
94630,0193660911101,1.0
94631,0193660911102,5.0
94632,0193660911103,18.0
94633,0193660911104,14.0
94634,0193661121101,11.0
94635,0193661121102,6.0
94636,0193661121103,11.0
94637,0193661121104,11.0
94638,0193661121105,0.0
94639,0193661121106,0.0
94640,0193661121107,3.0
94641,0193661341101,4.0
94642,0193661341102,2.0
94643,0193670091101,16.0
94644,0193670091102,4.0
94645,0193670091103,2.0
94646,0193670291101,0.0
94647,0193670291102,0.0
94648,0193670291103,
94649,0193670291104,
94650,0193670701101,14.0
94651,0193670701102,11.0
94652,0193670701103,0.0
94653,0193670701104,
94654,0193670911101,11.0
94655,0193670911102,8.0
94656,0193670911103,14.0
94657,0193670911104,12.0
94658,0193670911105,0.0
94659,0193670911106,0.0
94660,0193671111101,5.0
94661,0193671111102,3.0
94662,0193671321101,
94663,0193680091101,17.0
94664,0193680091102,11.0
94665,0193680091103,16.0
94666,0193680091104,14.0
94667,0193680091105,16.0
94668,0193680091106,14.0
94669,0193680261101,1.0
94670,0193680261102,10.0
94671,0193680591101,11.0
94672,0193680591102,0.0
94673,0193680751101,2.0
94674,0193680751102,3.0
94675,0193680921101,10.0
94676,0193680921102,4.0
94677,0193680921103,10.0
94678,0193680921104,9.0
94679,0193680921105,9.0
94680,0193680921106,
94681,0193680921107,0.0
94682,0193681081101,9.0
94683,0193681081102,4.0
94684,0193681081103,14.0
94685,0193681081104,7.0
94686,0193690161101,11.0
94687,0193690341101,11.0
94688,0193690741101,11.0
94689,0193690741102,11.0
94690,0193690741103,12.0
94691,0193690741104,0.0
94692,0193690911101,11.0
94693,0193690911102,12.0
94694,0193690911103,2.0
94695,0193690911104,13.0
94696,0193691291201,
94697,0193691291202,1.0
94698,0193691291203,11.0
94699,0193691291204,0.0
94700,0193691291205,10.0
94701,0193691291206,8.0
94702,0193691291207,2.0
94703,0193691292201,11.0
94704,0193691292202,8.0
94705,0193691471101,5.0
94706,0193700051101,9.0
94707,0193700051102,0.0
94708,0193700051103,0.0
94709,0193700261101,5.0
94710,0193700261102,
94711,0193700261103,11.0
94712,0193700691101,
94713,0193700691102,6.0
94714,0193700691103,0.0
94715,0193700691104,0.0
94716,0193700911101,
94717,0193701121101,0.0
94718,0193701121102,0.0
94719,0193701121103,11.0
94720,0193701121104,9.0
94721,0193701121105,0.0
94722,0193701121106,0.0
94723,0193701121107,
94724,0193701341101,16.0
94725,0193701341102,16.0
94726,0193710121101,0.0
94727,0193710121102,0.0
94728,0193710121103,7.0
94729,0193710121104,0.0
94730,0193710121105,0.0
94731,0193710121106,
94732,0193710291101,0.0
94733,0193710291102,14.0
94734,0193710291103,11.0
94735,0193710291104,10.0
94736,0193710291105,3.0
94737,0193710641101,10.0
94738,0193710641102,0.0
94739,0193710641103,14.0
94740,0193710641104,14.0
94741,0193710641105,11.0
94742,0193710641106,7.0
94743,0193710641107,2.0
94744,0193710641108,13.0
94745,0193710641109,11.0
94746,0193710811101,12.0
94747,0193710811102,10.0
94748,0193710811103,10.0
94749,0193710811104,0.0
94750,0193710981101,0.0
94751,0193710981102,0.0
94752,0193710981103,11.0
94753,0193710981104,8.0
94754,0193710981105,3.0
94755,0193711161101,10.0
94756,0193711161102,0.0
94757,0193711161103,0.0
94758,0193711161104,3.0
94759,0193711161105,1.0
94760,0193711161107,
94761,0193730081101,11.0
94762,0193730081102,12.0
94763,0193730081103,8.0
94764,0193730081104,0.0
94765,0193730081105,1.0
94766,0193730201101,5.0
94767,0193730201102,3.0
94768,0193730201103,16.0
94769,0193730201104,11.0
94770,0193730441101,0.0
94771,0193730441102,11.0
94772,0193730441103,8.0
94773,0193730441104,0.0
94774,0193730441105,3.0
94775,0193730551101,0.0
94776,0193730551102,0.0
94777,0193730671101,0.0
94778,0193730671102,0.0
94779,0193730671103,0.0
94780,0193730671104,0.0
94781,0193730671105,0.0
94782,0193730791101,0.0
94783,0193730791102,
94784,0193730791103,9.0
94785,0193730791104,7.0
94786,0193730791105,0.0
94787,0193740101101,0.0
94788,0193740101102,0.0
94789,0193740101103,0.0
94790,0193740311101,0.0
94791,0193740311102,8.0
94792,0193740311103,9.0
94793,0193740311104,
94794,0193740311105,11.0
94795,0193740311106,0.0
94796,0193740311108,11.0
94797,0193740521101,8.0
94798,0193740521102,9.0
94799,0193740721101,
94800,0193740921101,0.0
94801,0193740921102,0.0
94802,0193740921103,0.0
94803,0193740921104,3.0
94804,0193741351101,1.0
94805,0193741351102,0.0
94806,0193750111101,0.0
94807,0193750111102,11.0
94808,0193750111103,8.0
94809,0193750111104,12.0
94810,0193750271101,5.0
94811,0193750271102,16.0
94812,0193750271103,10.0
94813,0193750271104,3.0
94814,0193750271105,10.0
94815,0193750621101,8.0
94816,0193750621102,8.0
94817,0193750771101,11.0
94818,0193750771102,11.0
94819,0193750771103,14.0
94820,0193750771104,14.0
94821,0193750771105,12.0
94822,0193750771106,3.0
94823,0193750971101,5.0
94824,0193750971102,11.0
94825,0193751151101,2.0
94826,0193760031101,14.0
94827,0193760031102,0.0
94828,0193760201101,5.0
94829,0193760201102,4.0
94830,0193760201103,11.0
94831,0193760541101,9.0
94832,0193760541102,0.0
94833,0193760541103,11.0
94834,0193760541104,11.0
94835,0193760541105,11.0
94836,0193760541106,0.0
94837,0193760541107,
94838,0193760711101,11.0
94839,0193760711102,12.0
94840,0193760711103,16.0
94841,0193760711104,12.0
94842,0193760881101,14.0
94843,0193760881102,14.0
94844,0193760881103,
94845,0193761051101,1.0
94846,0193770111101,11.0
94847,0193770111102,8.0
94848,0193770111103,13.0
94849,0193770281101,18.0
94850,0193770281102,11.0
94851,0193770281103,11.0
94852,0193770281104,8.0
94853,0193770281105,
94854,0193770281106,16.0
94855,0193770281107,14.0
94856,0193770641101,5.0
94857,0193770641102,3.0
94858,0193770641103,11.0
94859,0193770641104,14.0
94860,0193770641105,10.0
94861,0193770641106,11.0
94862,0193770641107,0.0
94863,0193770811101,11.0
94864,0193770811102,11.0
94865,0193770811103,7.0
94866,0193770811104,0.0
94867,0193770811106,3.0
94868,0193770991201,5.0
94869,0193770991202,0.0
94870,0193771161101,11.0
94871,0193771161102,5.0
94872,0193771161103,16.0
94873,0193771161104,11.0
94874,0193771161105,13.0
94875,0193771161106,9.0
94876,0193771161107,11.0
94877,0193780051101,5.0
94878,0193780231101,2.0
94879,0193780231102,11.0
94880,0193780231103,14.0
94881,0193780231104,7.0
94882,0193780231105,0.0
94883,0193780231106,
94884,0193780421101,9.0
94885,0193780421102,0.0
94886,0193780421103,11.0
94887,0193780421104,0.0
94888,0193780601101,0.0
94889,0193780601102,0.0
94890,0193780601103,8.0
94891,0193780601104,0.0
94892,0193780791101,5.0
94893,0193780791102,5.0
94894,0193780791103,12.0
94895,0193780791104,9.0
94896,0193780791105,3.0
94897,0193781161101,10.0
94898,0193781161102,0.0
94899,0193781161103,11.0
94900,0193781161104,0.0
94901,0193781161105,3.0
94902,0193781161106,9.0
94903,0193800131101,9.0
94904,0193800131102,4.0
94905,0193800131103,3.0
94906,0193800251101,14.0
94907,0193800251102,0.0
94908,0193800251103,0.0
94909,0193800361101,11.0
94910,0193800361102,11.0
94911,0193800471101,7.0
94912,0193800591101,14.0
94913,0193800591102,11.0
94914,0193800591103,0.0
94915,0193800811101,11.0
94916,0193800811102,10.0
94917,0193800811103,8.0
94918,0193810081101,0.0
94919,0193810081102,11.0
94920,0193810081103,0.0
94921,0193810081104,0.0
94922,0193810081105,1.0
94923,0193810281201,0.0
94924,0193810281202,8.0
94925,0193810281203,0.0
94926,0193810281204,
94927,0193810281205,0.0
94928,0193810282201,11.0
94929,0193810282202,11.0
94930,0193810681101,0.0
94931,0193810681102,9.0
94932,0193810681103,0.0
94933,0193810681104,0.0
94934,0193810681105,1.0
94935,0193810881101,11.0
94936,0193810881102,11.0
94937,0193810881103,0.0
94938,0193810881104,0.0
94939,0193811081101,3.0
94940,0193811281101,9.0
94941,0193811281102,9.0
94942,0193811281103,0.0
94943,0193811281104,0.0
94944,0193811281105,3.0
94945,0193811281106,1.0
94946,0193820181101,5.0
94947,0193820181102,7.0
94948,0193820281101,0.0
94949,0193820281102,0.0
94950,0193820281103,7.0
94951,0193820281104,0.0
94952,0193820281105,0.0
94953,0193820371101,9.0
94954,0193820371102,0.0
94955,0193820371103,7.0
94956,0193820471101,0.0
94957,0193820471102,3.0
94958,0193820471103,
94959,0193820581101,11.0
94960,0193820581102,13.0
94961,0193820581103,8.0
94962,0193820581104,0.0
94963,0193820581105,0.0
94964,0193820681101,0.0
94965,0193820681102,11.0
94966,0193820681103,0.0
94967,0193830071101,0.0
94968,0193830071102,11.0
94969,0193830071103,11.0
94970,0193830071104,10.0
94971,0193830071105,0.0
94972,0193830071106,11.0
94973,0193830171101,11.0
94974,0193830171102,0.0
94975,0193830171103,15.0
94976,0193830171104,11.0
94977,0193830171105,7.0
94978,0193830171106,0.0
94979,0193830381101,2.0
94980,0193830381102,0.0
94981,0193830481101,0.0
94982,0193830481102,
94983,0193830481103,3.0
94984,0193830481104,13.0
94985,0193830591101,0.0
94986,0193830591102,7.0
94987,0193830591103,7.0
94988,0193830591104,0.0
94989,0193830591105,0.0
94990,0193830591106,3.0
94991,0193830691101,0.0
94992,0193830691102,11.0
94993,0193830691103,0.0
94994,0193830691104,0.0
94995,0193830691105,2.0
94996,0193840171101,11.0
94997,0193840171102,0.0
94998,0193840171103,11.0
94999,0193840171104,11.0
95000,0193840171105,11.0
95001,0193840361101,7.0
95002,0193840361102,0.0
95003,0193840361103,11.0
95004,0193840361104,0.0
95005,0193840361105,0.0
95006,0193840731101,14.0
95007,0193840731102,14.0
95008,0193840731103,13.0
95009,0193840921101,2.0
95010,0193840921102,9.0
95011,0193840921103,11.0
95012,0193841111101,11.0
95013,0193841111102,9.0
95014,0193841111103,12.0
95015,0193841481101,5.0
95016,0193850011101,9.0
95017,0193850011102,11.0
95018,0193850011103,11.0
95019,0193850011104,12.0
95020,0193850011105,10.0
95021,0193850161101,0.0
95022,0193850161102,8.0
95023,0193850161103,9.0
95024,0193850161104,0.0
95025,0193850311101,0.0
95026,0193850311102,11.0
95027,0193850311103,11.0
95028,0193850311104,10.0
95029,0193850311105,11.0
95030,0193850311106,1.0
95031,0193850621101,14.0
95032,0193850621102,14.0
95033,0193850621103,8.0
95034,0193850771101,11.0
95035,0193850921101,14.0
95036,0193850921102,13.0
95037,0193850921103,11.0
95038,0193850921104,10.0
95039,0193850921105,2.0
95040,0193881131101,3.0
95041,0193881131102,3.0
95042,0193881131103,9.0
95043,0193881131104,11.0
95044,0193881141101,0.0
95045,0193881141102,
95046,0193881141103,0.0
95047,0193881151101,0.0
95048,0193881151102,0.0
95049,0193881151103,8.0
95050,0193881151104,0.0
95051,0193881161101,8.0
95052,0193881161102,0.0
95053,0193881161103,0.0
95054,0193881161104,1.0
95055,0193884251101,0.0
95056,0193884251102,11.0
95057,0193884251103,
95058,0193884261101,0.0
95059,0193884261102,0.0
95060,0193884261103,8.0
95061,0193884261104,3.0
95062,0193884271101,0.0
95063,0193884271102,0.0
95064,0193884271103,10.0
95065,0193884271104,8.0
95066,0193884271105,0.0
95067,0193884271106,
95068,0193884281101,0.0
95069,0193884281102,11.0
95070,0193884281103,2.0
95071,0193903371101,0.0
95072,0193903381101,0.0
95073,0193903381102,0.0
95074,0193903391101,2.0
95075,0193903391102,3.0
95076,0193903391103,0.0
95077,0193903401101,0.0
95078,0193903401102,16.0
95079,0193903401103,11.0
95080,0193903401104,
95081,0193907371101,0.0
95082,0193907371102,0.0
95083,0193907381101,2.0
95084,0193907391101,11.0
95085,0193907391102,8.0
95086,0193907401101,5.0
95087,0193907401102,0.0
95088,0193910251101,
95089,0193910261101,0.0
95090,0193910261102,0.0
95091,0193910261103,0.0
95092,0193910261104,1.0
95093,0193910271101,11.0
95094,0193910271102,11.0
95095,0193910271103,11.0
95096,0193910271104,10.0
95097,0193910271106,11.0
95098,0193910271107,9.0
95099,0193910281101,2.0
95100,0193911161101,9.0
95101,0193911161102,0.0
95102,0193911161103,0.0
95103,0193911161104,0.0
95104,0193911161106,3.0
95105,0193911171101,11.0
95106,0193911171102,11.0
95107,0193911191101,3.0
95108,0193911191102,0.0
95109,0193911191103,0.0
95110,0193911201101,1.0
95111,0193920051101,3.0
95112,0193920071101,5.0
95113,0193920071102,2.0
95114,0193920071103,8.0
95115,0193920711101,5.0
95116,0193920711102,3.0
95117,0193920721101,
95118,0193920731101,0.0
95119,0193920731102,10.0
95120,0193920731103,0.0
95121,0193920731104,0.0
95122,0193920741101,0.0
95123,0193920741102,11.0
95124,0193920741103,7.0
95125,0193920751101,0.0
95126,0193920761101,2.0
95127,0193920761102,0.0
95128,0193920761103,10.0
95129,0193940251101,2.0
95130,0193940251102,11.0
95131,0193940251103,9.0
95132,0193940251104,0.0
95133,0193940261101,3.0
95134,0193940271101,2.0
95135,0193940271102,9.0
95136,0193940281101,5.0
95137,0193940281102,0.0
95138,0193940281103,11.0
95139,0193940281104,0.0
95140,0193941651101,0.0
95141,0193941651102,0.0
95142,0193941661101,0.0
95143,0193941661102,0.0
95144,0193941661103,11.0
95145,0193941661104,13.0
95146,0193941661105,11.0
95147,0193941661106,10.0
95148,0193941661107,9.0
95149,0193941671101,5.0
95150,0193941671102,4.0
95151,0193941681101,0.0
95152,0193950091101,0.0
95153,0193950091102,0.0
95154,0193950091103,0.0
95155,0193950091104,3.0
95156,0193950091105,1.0
95157,0193950101101,0.0
95158,0193950101102,0.0
95159,0193950101103,11.0
95160,0193950121201,0.0
95161,0193950121202,0.0
95162,0193950122201,0.0
95163,0193950122202,11.0
95164,0193951041101,5.0
95165,0193951051101,8.0
95166,0193951051102,0.0
95167,0193951061101,2.0
