,rpersona,reduca
8809,0068950991102,11.0
8810,0068951111101,14.0
8811,0068951111102,5.0
8812,0068970271101,18.0
8813,0068970271102,16.0
8814,0068970391101,16.0
8815,0068970391102,11.0
8816,0068970391103,0.0
8817,0068970511101,12.0
8818,0068970511102,16.0
8819,0068970511103,11.0
8820,0068970511104,14.0
8821,0068970511105,14.0
8822,0068970631101,13.0
8823,0068970961101,18.0
8824,0068970961102,15.0
8825,0068970961103,13.0
8826,0068990101101,16.0
8827,0068990101102,16.0
8828,0068990101103,12.0
8829,0068990101104,0.0
8830,0068990101105,0.0
8831,0068990301101,13.0
8832,0068990301102,7.0
8833,0068990501101,16.0
8834,0068990501102,14.0
8835,0068990501103,17.0
8836,0068990501104,10.0
8837,0068990501105,16.0
8838,0068990711101,9.0
8839,0068990711102,9.0
8840,0068990711103,7.0
8841,0068990711104,0.0
8842,0068991121101,
8843,0068991331101,13.0
8844,0068991331102,13.0
8845,0069010211101,16.0
8846,0069010211102,12.0
8847,0069010211103,16.0
8848,0069010211104,12.0
8849,0069010211105,1.0
8850,0069010391101,16.0
8851,0069010391102,16.0
8852,0069010391103,12.0
8853,0069010391104,9.0
8854,0069010571101,14.0
8855,0069010571102,16.0
8856,0069010571103,16.0
8857,0069010571104,14.0
8858,0069010571105,14.0
8859,0069010761101,11.0
8860,0069010761102,12.0
8861,0069010761103,16.0
8862,0069010941101,18.0
8863,0069010941102,16.0
8864,0069010941103,3.0
8865,0069010941104,2.0
8866,0069011141101,14.0
8867,0069011141102,16.0
8868,0069011141103,
8869,0069011471101,14.0
8870,0069011471102,16.0
8871,0069011661101,16.0
8872,0069011661102,11.0
8873,0069030111101,11.0
8874,0069030111102,8.0
8875,0069030291101,16.0
8876,0069030291102,11.0
8877,0069030291103,16.0
8878,0069030291104,16.0
8879,0069030291105,11.0
8880,0069030291106,11.0
8881,0069030481101,14.0
8882,0069030481102,11.0
8883,0069030481103,16.0
8884,0069030671101,11.0
8885,0069030671102,0.0
8886,0069030671103,
8887,0069030851101,16.0
8888,0069030851102,7.0
8889,0069060081101,11.0
8890,0069060081102,8.0
8891,0069060081103,2.0
8892,0069060591301,14.0
8893,0069060591302,14.0
8894,0069060593301,11.0
8895,0069060593302,8.0
8896,0069060921101,11.0
8897,0069060921102,6.0
8898,0069061091101,14.0
8899,0069061091102,
8900,0069210081101,11.0
8901,0069210401101,16.0
8902,0069211031101,18.0
8903,0069211181101,12.0
8904,0069211181102,0.0
8905,0069211341101,11.0
8906,0069211341102,3.0
8907,0069250131101,0.0
8908,0069250131102,14.0
8909,0069250351101,16.0
8910,0069250351102,18.0
8911,0069250351103,9.0
8912,0069250791101,0.0
8913,0069250791102,0.0
8914,0069250791103,0.0
8915,0069250791104,0.0
8916,0069251221101,11.0
8917,0069251441101,14.0
8918,0069251441102,10.0
8919,0069251871101,16.0
8920,0069251871102,16.0
8921,0069270151101,3.0
8922,0069270401101,12.0
8923,0069270401102,11.0
8924,0069270401103,11.0
8925,0069270401104,2.0
8926,0069270911101,18.0
8927,0069270911102,18.0
8928,0069271401101,11.0
8929,0069271401102,18.0
8930,0069271661101,
8931,0069271661102,
8932,0069272151101,11.0
8933,0069272151102,11.0
8934,0069272151103,2.0
8935,0069272151104,
8936,0069280561101,2.0
8937,0069280731101,16.0
8938,0069280731102,16.0
8939,0069280731103,0.0
8940,0069280731104,0.0
8941,0069280731105,3.0
8942,0069280891101,11.0
8943,0069280891102,13.0
8944,0069280891103,13.0
8945,0069281221101,0.0
8946,0069281221102,15.0
8947,0069281221103,11.0
8948,0069281221104,11.0
8949,0069281221105,7.0
8950,0069281221106,
8951,0069281391101,14.0
8952,0069290571101,16.0
8953,0069290571102,18.0
8954,0069290991101,11.0
8955,0069290991102,11.0
8956,0069290991103,
8957,0069291641101,16.0
8958,0069291641102,14.0
8959,0069291641103,13.0
8960,0069291641104,8.0
8961,0069291851101,11.0
8962,0069291851102,
8963,0069300021101,14.0
8964,0069300021102,16.0
8965,0069300021103,15.0
8966,0069300021104,15.0
8967,0069300331101,11.0
8968,0069300331102,7.0
8969,0069300331103,10.0
8970,0069300501101,2.0
8971,0069300811101,16.0
8972,0069300971101,18.0
8973,0069300971102,16.0
8974,0069301251101,1.0
8975,0069310091101,5.0
8976,0069310091102,5.0
8977,0069310261101,16.0
8978,0069310261102,16.0
8979,0069310441101,11.0
8980,0069310441102,15.0
8981,0069310441103,12.0
8982,0069310441104,7.0
8983,0069310761101,14.0
8984,0069310761102,14.0
8985,0069310761103,0.0
8986,0069310761104,
8987,0069311111101,16.0
8988,0069311111102,11.0
8989,0069311111103,
8990,0069311421101,3.0
8991,0069311421102,5.0
8992,0069330051101,14.0
8993,0069330051102,11.0
8994,0069330051103,8.0
8995,0069330051104,0.0
8996,0069330171101,14.0
8997,0069330171102,14.0
8998,0069330171103,0.0
8999,0069330311101,1.0
9000,0069330311102,16.0
9001,0069330551101,8.0
9002,0069330551102,11.0
9003,0069330551103,11.0
9004,0069330691101,
9005,0069330821101,9.0
9006,0069330821102,11.0
9007,0069330821103,11.0
9008,0069330821104,8.0
9009,0069470081101,11.0
9010,0069470081102,16.0
9011,0069470081103,14.0
9012,0069470081104,0.0
9013,0069470401101,2.0
9014,0069470561101,14.0
9015,0069470561102,3.0
9016,0069470561103,9.0
9017,0069470561104,12.0
9018,0069470561105,14.0
9019,0069470561106,13.0
9020,0069470561107,
9021,0069470871101,8.0
9022,0069470871102,11.0
9023,0069470871103,0.0
9024,0069470871104,3.0
9025,0069471031101,11.0
9026,0069471031102,14.0
9027,0069471341101,11.0
9028,0069530571101,5.0
9029,0069530891101,0.0
9030,0069530891102,0.0
9031,0069531211101,14.0
9032,0069531211102,11.0
9033,0069531511101,4.0
9034,0069531841101,0.0
9035,0069531841102,7.0
9036,0069531841103,0.0
9037,0069531841104,
9038,0069531841105,
9039,0069532761101,0.0
9040,0069532761102,
9041,0069550201101,5.0
9042,0069550381101,13.0
9043,0069550381102,11.0
9044,0069550381103,11.0
9045,0069550381104,16.0
9046,0069550381105,
9047,0069550381106,
9048,0069550911101,14.0
9049,0069550911102,11.0
9050,0069550911103,11.0
9051,0069550911104,8.0
9052,0069570071101,1.0
9053,0069570071102,11.0
9054,0069570071103,7.0
9055,0069570071104,3.0
9056,0069570321101,11.0
9057,0069570321102,0.0
9058,0069570321103,15.0
9059,0069570321104,10.0
9060,0069570321105,8.0
9061,0069570441101,3.0
9062,0069570441102,
9063,0069570561101,14.0
9064,0069570561102,11.0
9065,0069570561103,
9066,0069570681101,0.0
9067,0069570681102,11.0
9068,0069570681103,2.0
9069,0069640351101,5.0
9070,0069640351102,3.0
9071,0069640351103,14.0
9072,0069640351104,14.0
9073,0069640351105,2.0
9074,0069640491101,7.0
9075,0069640491102,11.0
9076,0069640491103,10.0
9077,0069640611101,8.0
9078,0069640611102,11.0
9079,0069641161101,10.0
9080,0069641161102,14.0
9081,0069641161103,9.0
9082,0069670431101,14.0
9083,0069670431102,14.0
9084,0069670431103,15.0
9085,0069670431104,13.0
9086,0069670431105,1.0
9087,0069670591101,11.0
9088,0069670591102,11.0
9089,0069670591103,14.0
9090,0069670591104,0.0
9091,0069670741101,16.0
9092,0069670741102,11.0
9093,0069671051101,0.0
9094,0069671051102,0.0
9095,0069671051103,14.0
9096,0069671051104,8.0
9097,0069671051105,0.0
9098,0069671351101,11.0
9099,0069671351102,8.0
9100,0069671351103,9.0
9101,0069671351104,0.0
9102,0069671351105,3.0
9103,0069690071101,8.0
9104,0069690071102,5.0
9105,0069690071103,16.0
9106,0069690071104,11.0
9107,0069690211101,11.0
9108,0069690211102,11.0
9109,0069690211103,16.0
9110,0069690311101,16.0
9111,0069690311102,14.0
9112,0069690311103,2.0
9113,0069690801101,14.0
9114,0069710101101,5.0
9115,0069710101102,8.0
9116,0069710261101,8.0
9117,0069710261102,10.0
9118,0069710261103,11.0
9119,0069710261104,8.0
9120,0069710421101,2.0
9121,0069710421102,16.0
9122,0069710421103,12.0
9123,0069710421104,0.0
9124,0069710891101,9.0
9125,0069710891102,11.0
9126,0069711061101,12.0
9127,0069711061102,14.0
9128,0069711061103,0.0
9129,0069711061104,
9130,0069711351101,0.0
9131,0069711351102,13.0
9132,0069711351103,0.0
9133,0069750141101,5.0
9134,0069750141102,
9135,0069750471101,11.0
9136,0069750471102,13.0
9137,0069750471103,1.0
9138,0069750651101,18.0
9139,0069750651102,17.0
9140,0069750651103,13.0
9141,0069750651104,8.0
9142,0069750971101,11.0
9143,0069750971102,1.0
9144,0069751151101,14.0
9145,0069751471101,8.0
9146,0069751471102,0.0
9147,0069751471103,0.0
9148,0069751471104,0.0
9149,0069751471105,0.0
9150,0069830081101,16.0
9151,0069830081102,10.0
9152,0069830081103,0.0
9153,0069830441101,16.0
9154,0069830441102,16.0
9155,0069830441103,10.0
9156,0069830621101,11.0
9157,0069830621102,0.0
9158,0069830621103,11.0
9159,0069830621104,10.0
9160,0069830621105,0.0
9161,0069830981101,18.0
9162,0069830981102,17.0
9163,0069831161101,13.0
9164,0069831161102,14.0
9165,0069831161103,15.0
9166,0069831161104,0.0
9167,0069831161105,0.0
9168,0069831511101,0.0
9169,0069831511102,5.0
9170,0069840311101,11.0
9171,0069840471101,4.0
9172,0069840621101,12.0
9173,0069840921101,16.0
9174,0069840921102,11.0
9175,0069840921103,13.0
9176,0069840921104,10.0
9177,0069840921105,0.0
9178,0069841081101,0.0
9179,0069841081102,0.0
9180,0069841081103,12.0
9181,0069841081104,9.0
9182,0069841361101,11.0
9183,0069841361102,14.0
9184,0069841361103,9.0
9185,0069920361101,
9186,0069920361102,2.0
9187,0069920361103,9.0
9188,0069920361104,10.0
9189,0069920821101,16.0
9190,0069920821102,14.0
9191,0069920821103,14.0
9192,0069920821104,11.0
9193,0069920821105,10.0
9194,0069920821106,
9195,0069921031101,18.0
9196,0069921031102,16.0
9197,0069921031103,9.0
9198,0069921031104,3.0
9199,0069921481101,11.0
9200,0069921481102,11.0
9201,0069921681101,16.0
9202,0069921681102,8.0
9203,0069921681103,3.0
9204,0069921681104,11.0
9205,0069921681105,
9206,0069921901101,11.0
9207,0069921901102,0.0
9208,0069921901103,11.0
9209,0070090971101,5.0
9210,0070090971102,5.0
9211,0070090981101,1.0
9212,0070090991101,1.0
9213,0070091011101,8.0
9214,0070092141101,
9215,0070092141102,10.0
9216,0070092151101,8.0
9217,0070092151102,0.0
9218,0070092151103,16.0
9219,0070092151104,11.0
9220,0070092171101,1.0
9221,0070092171102,2.0
9222,0070092201101,9.0
9223,0070092201102,11.0
9224,0070092201103,
9225,0070100231101,0.0
9226,0070100231102,1.0
9227,0070100251101,0.0
9228,0070100251102,0.0
9229,0070100261101,
9230,0070100261102,8.0
9231,0070100261103,0.0
9232,0070101871101,5.0
9233,0070101871102,2.0
9234,0070101871103,10.0
9235,0070101871104,11.0
9236,0070101881101,
9237,0070101891101,5.0
9238,0070101911101,1.0
9239,0070101911102,
9240,0070101911103,7.0
9241,0070101911104,0.0
9242,0070101911105,1.0
9243,0070160741101,0.0
9244,0070160741102,5.0
9245,0070160741103,11.0
9246,0070160741104,11.0
9247,0070160741105,10.0
9248,0070160751101,11.0
9249,0070160751102,3.0
9250,0070160751103,3.0
9251,0070160781101,9.0
9252,0070160781102,11.0
9253,0070160781103,0.0
9254,0070161781101,0.0
9255,0070161781102,0.0
9256,0070161781103,0.0
9257,0070161781104,0.0
9258,0070161781105,
9259,0070161791101,5.0
9260,0070161791102,3.0
9261,0070161801101,5.0
9262,0070161821101,3.0
9263,0070161831101,11.0
9264,0070161831102,9.0
9265,0070161831103,0.0
9266,0070161831104,0.0
9267,0070161831105,
9268,0070161831106,11.0
9269,0070170691101,11.0
9270,0070170691102,12.0
9271,0070170691103,0.0
9272,0070170691104,0.0
9273,0070170711101,10.0
9274,0070170711102,0.0
9275,0070171501101,8.0
9276,0070171501102,10.0
9277,0070171501103,0.0
9278,0070171501104,3.0
9279,0070171511101,14.0
9280,0070171511102,3.0
9281,0070171511103,11.0
9282,0070171511104,7.0
9283,0070171521101,8.0
9284,0070171521102,0.0
9285,0070171521103,7.0
9286,0070171521104,8.0
9287,0070171521105,0.0
9288,0070171521106,3.0
9289,0070171531101,11.0
9290,0070171531102,11.0
9291,0070171551101,9.0
9292,0070171551102,5.0
9293,0070171551103,8.0
9294,0070190581101,0.0
9295,0070190581102,0.0
9296,0070190581103,7.0
9297,0070190581104,0.0
9298,0070190581105,0.0
9299,0070190581106,
9300,0070190601101,
9301,0070190601102,0.0
9302,0070190771101,5.0
9303,0070190771102,2.0
9304,0070190771103,2.0
9305,0070190781101,5.0
9306,0070190781102,4.0
9307,0070190781103,0.0
9308,0070190781104,8.0
9309,0070190811101,9.0
9310,0070191081101,11.0
9311,0070191081102,14.0
9312,0070191091101,
9313,0070191091102,
9314,0070191091103,11.0
9315,0070240561101,11.0
9316,0070240561102,0.0
9317,0070240561103,9.0
9318,0070240561104,0.0
9319,0070240561105,0.0
9320,0070240561106,0.0
9321,0070240561107,
9322,0070240571101,5.0
9323,0070240571102,0.0
9324,0070240571103,0.0
9325,0070241511101,5.0
9326,0070241511102,1.0
9327,0070241511103,11.0
9328,0070241511104,0.0
9329,0070241521101,8.0
9330,0070241521102,11.0
9331,0070241521103,8.0
9332,0070241521104,2.0
9333,0070241531101,2.0
9334,0070241541101,5.0
9335,0070241541102,3.0
9336,0070241551101,5.0
9337,0070241551102,0.0
9338,0070241551103,0.0
9339,0070241551104,8.0
9340,0070241551105,
9341,0070310071101,9.0
9342,0070310211201,16.0
9343,0070310211202,0.0
9344,0070310212201,18.0
9345,0070310361101,16.0
9346,0070310501101,13.0
9347,0070310501102,16.0
9348,0070310501103,13.0
9349,0070310501104,9.0
9350,0070310781101,16.0
9351,0070310781102,16.0
9352,0070310781103,16.0
9353,0070310781104,14.0
9354,0070311051101,14.0
9355,0070311051102,11.0
9356,0070311051103,14.0
9357,0070311051104,11.0
9358,0070311201101,13.0
9359,0070311201102,9.0
9360,0070311201103,13.0
9361,0070311471101,11.0
9362,0070311471102,11.0
9363,0070420941101,11.0
9364,0070420941102,0.0
9365,0070420941103,14.0
9366,0070420941104,11.0
9367,0070420941105,11.0
9368,0070420941106,8.0
9369,0070420951101,11.0
9370,0070420951102,11.0
9371,0070420951103,16.0
9372,0070420961101,11.0
9373,0070420961102,0.0
9374,0070420961103,14.0
9375,0070420961104,12.0
9376,0070420961105,10.0
9377,0070420971101,0.0
9378,0070420971102,11.0
9379,0070420971103,11.0
9380,0070420971104,9.0
9381,0070420971105,0.0
9382,0070420971106,2.0
9383,0070421971101,9.0
9384,0070421971102,7.0
9385,0070421971103,11.0
9386,0070422001101,4.0
9387,0070422001102,
9388,0070422011101,7.0
9389,0070422011102,2.0
9390,0070422011103,11.0
9391,0070422021101,1.0
9392,0070422021102,0.0
9393,0070422021103,11.0
9394,0070430211101,5.0
9395,0070430211102,0.0
9396,0070430721101,11.0
9397,0070430721102,11.0
9398,0070430971101,11.0
9399,0070430971102,10.0
9400,0070430971103,14.0
9401,0070430971104,7.0
9402,0070431101101,5.0
9403,0070431101102,11.0
9404,0070431101103,14.0
9405,0070431101104,2.0
9406,0070431481101,4.0
9407,0070431481102,8.0
9408,0070431481103,9.0
9409,0070440811101,0.0
9410,0070440811102,0.0
9411,0070440811103,3.0
9412,0070440811104,2.0
9413,0070440821101,5.0
9414,0070440821102,11.0
9415,0070440821103,8.0
9416,0070440821104,2.0
9417,0070440861101,3.0
9418,0070440861102,
9419,0070441921101,0.0
9420,0070441921102,0.0
9421,0070441921103,14.0
9422,0070441921104,12.0
9423,0070441921105,10.0
9424,0070441921106,0.0
9425,0070441921107,0.0
9426,0070441951101,0.0
9427,0070441961101,0.0
9428,0070441961102,0.0
9429,0070441961103,0.0
9430,0070441971101,11.0
9431,0070441971102,11.0
9432,0070441971103,0.0
9433,0070450521101,0.0
9434,0070450521102,0.0
9435,0070450521103,0.0
9436,0070450521104,8.0
9437,0070450521105,0.0
9438,0070450531101,11.0
9439,0070450531102,0.0
9440,0070450531103,0.0
9441,0070450531104,9.0
9442,0070450531105,0.0
9443,0070450581101,7.0
9444,0070450581102,10.0
9445,0070451211101,0.0
9446,0070451211102,12.0
9447,0070451211103,12.0
9448,0070451211104,10.0
9449,0070451211105,10.0
9450,0070451211106,0.0
9451,0070451221101,1.0
9452,0070451221102,
9453,0070451231101,11.0
9454,0070451231102,9.0
9455,0070451231103,12.0
9456,0070451231104,11.0
9457,0070451231105,11.0
9458,0070451231106,0.0
9459,0070451231107,0.0
9460,0070451241101,12.0
9461,0070451241102,11.0
9462,0070451241103,14.0
9463,0070451241104,9.0
9464,0070451241105,0.0
9465,0070451241106,0.0
9466,0070451251101,11.0
9467,0070451251102,11.0
9468,0070451251103,16.0
9469,0070451251104,16.0
9470,0070451251105,0.0
9471,0070451251106,0.0
9472,0070460011101,0.0
9473,0070460121101,0.0
9474,0070460121102,0.0
9475,0070460121103,5.0
9476,0070460221101,8.0
9477,0070460221102,9.0
9478,0070460221103,13.0
9479,0070460531101,5.0
9480,0070460531102,3.0
9481,0070460821101,9.0
9482,0070460821102,10.0
9483,0070460821103,11.0
9484,0070460821104,12.0
9485,0070460821105,1.0
9486,0070460821106,9.0
9487,0070461121101,0.0
9488,0070590021101,0.0
9489,0070590021102,
9490,0070590071101,5.0
9491,0070590071102,5.0
9492,0070591461101,2.0
9493,0070591461102,2.0
9494,0070591491101,11.0
9495,0070591491102,9.0
9496,0070591491103,14.0
9497,0070591491104,13.0
9498,0070591491105,0.0
9499,0070591491106,
9500,0070670201101,
9501,0070670201102,9.0
9502,0070670201103,7.0
9503,0070670201104,11.0
9504,0070670201105,9.0
9505,0070670481101,1.0
9506,0070670481102,11.0
9507,0070670481103,11.0
9508,0070670491101,5.0
9509,0070670491102,0.0
9510,0070670491103,11.0
9511,0070670501101,11.0
9512,0070670501102,9.0
9513,0070670501103,3.0
9514,0070670511101,5.0
9515,0070670511102,16.0
9516,0070670511103,15.0
9517,0070670511104,12.0
9518,0070670521101,0.0
9519,0070670521102,
9520,0070670521103,9.0
9521,0070670521104,0.0
9522,0070670521105,0.0
9523,0070720011101,0.0
9524,0070720011102,0.0
9525,0070720011103,0.0
9526,0070720011104,0.0
9527,0070720031101,0.0
9528,0070720031102,6.0
9529,0070720031103,10.0
9530,0070720031104,8.0
9531,0070720031105,7.0
9532,0070720031106,0.0
9533,0070720031107,0.0
9534,0070720031108,0.0
9535,0070720031109,
9536,0070720061101,1.0
9537,0070721031101,0.0
9538,0070721041101,
9539,0070721041102,0.0
9540,0070721061101,9.0
9541,0070721061102,0.0
9542,0070721061103,11.0
9543,0070721061104,7.0
9544,0070721061105,0.0
9545,0070721061106,3.0
9546,0070721061107,
9547,0070721071101,9.0
9548,0070721071102,0.0
9549,0070721071103,0.0
9550,0070721071104,0.0
9551,0070730301101,5.0
9552,0070730301102,0.0
9553,0070730301103,11.0
9554,0070730301104,11.0
9555,0070730331101,0.0
9556,0070731361101,9.0
9557,0070731361102,0.0
9558,0070731361103,11.0
9559,0070731361104,9.0
9560,0070731361105,0.0
9561,0070731371101,9.0
9562,0070731371102,0.0
9563,0070731371103,9.0
9564,0070731371104,0.0
9565,0070731371105,0.0
9566,0070731371106,0.0
9567,0070731371107,0.0
9568,0070731371108,1.0
9569,0070731381101,
9570,0070731381102,
9571,0070731381103,11.0
9572,0070731381104,10.0
9573,0070731381105,7.0
9574,0070731391101,13.0
9575,0070731391102,14.0
9576,0070731391103,0.0
9577,0070731391104,1.0
9578,0070731401101,11.0
9579,0070731401102,0.0
9580,0070731401103,10.0
9581,0070731401104,7.0
9582,0070731401105,2.0
9583,0070731441101,
9584,0070731441102,0.0
9585,0070731441103,11.0
9586,0070731441104,0.0
9587,0070731441105,0.0
9588,0070731441106,0.0
9589,0070731441107,0.0
9590,0070731441108,1.0
9591,0070890181101,5.0
9592,0070890181102,9.0
9593,0070890351101,11.0
9594,0070890351102,9.0
9595,0070890351103,9.0
9596,0070890351104,11.0
9597,0070890351105,1.0
9598,0070890531101,14.0
9599,0070890721101,11.0
9600,0070890721102,11.0
9601,0070890721103,0.0
9602,0070891061101,13.0
9603,0070891061102,16.0
9604,0070891061103,10.0
9605,0070891061104,0.0
9606,0070891241101,11.0
9607,0070891241102,11.0
9608,0070891241103,11.0
9609,0070891241104,10.0
9610,0070891241105,0.0
9611,0070920501101,14.0
9612,0070920501102,11.0
9613,0070920501103,13.0
9614,0070920501104,2.0
9615,0070920691101,11.0
9616,0070920691102,9.0
9617,0070920691103,9.0
9618,0070921021101,11.0
9619,0070921021102,11.0
9620,0070921021103,16.0
9621,0070921021104,11.0
9622,0070921021105,0.0
9623,0070921201101,1.0
9624,0070930071101,13.0
9625,0070930071102,16.0
9626,0070930421101,12.0
9627,0070930421102,11.0
9628,0070930421103,13.0
9629,0070930951101,4.0
9630,0070931131101,0.0
9631,0070931131102,0.0
9632,0070931301101,9.0
9633,0070931301102,11.0
9634,0070931301103,14.0
9635,0070931301104,12.0
9636,0070931301105,
9637,0070931301106,16.0
9638,0070960181101,5.0
9639,0070960181102,2.0
9640,0070960181103,11.0
9641,0070960181104,15.0
9642,0070960181105,0.0
9643,0070960771101,11.0
9644,0070960771102,10.0
9645,0070960771103,0.0
9646,0070960771104,
9647,0070961171101,9.0
9648,0070961171102,11.0
9649,0070961371101,5.0
9650,0070961371102,13.0
9651,0070961371103,16.0
9652,0070961371104,16.0
9653,0070961371105,14.0
9654,0070961761101,16.0
9655,0070961761102,3.0
9656,0070970441101,3.0
9657,0070970441102,
9658,0070970441103,9.0
9659,0070970601101,14.0
9660,0070970601102,7.0
9661,0070970601103,3.0
9662,0070970601104,14.0
9663,0070970741101,11.0
9664,0070970741102,12.0
9665,0070970891101,8.0
9666,0070970891102,16.0
9667,0070971071101,1.0
9668,0070971071102,8.0
9669,0070971071103,11.0
9670,0070971071104,9.0
9671,0070971361201,8.0
9672,0070971361202,8.0
9673,0070971361203,8.0
9674,0070971361204,0.0
9675,0070971361205,11.0
9676,0070971362201,11.0
9677,0070971362202,12.0
9678,0070971362203,7.0
9679,0070971362204,0.0
9680,0071020211101,0.0
9681,0071020211102,13.0
9682,0071020211103,11.0
9683,0071020211104,0.0
9684,0071020681101,5.0
9685,0071020681102,11.0
9686,0071020681103,17.0
9687,0071020681104,16.0
9688,0071020681105,14.0
9689,0071020681106,17.0
9690,0071020681107,11.0
9691,0071020681108,7.0
9692,0071020681109,17.0
9693,0071020681110,13.0
9694,0071020681111,11.0
9695,0071020831201,5.0
9696,0071020831202,0.0
9697,0071020831203,0.0
9698,0071020831204,7.0
9699,0071020832201,7.0
9700,0071020832202,11.0
9701,0071020832203,0.0
9702,0071170581101,14.0
9703,0071170581102,6.0
9704,0071170581103,0.0
9705,0071170711101,16.0
9706,0071170711102,18.0
9707,0071170971101,18.0
9708,0071170971102,16.0
9709,0071171101101,14.0
9710,0071171231101,5.0
9711,0071171231102,12.0
9712,0071171231103,10.0
9713,0071171231104,0.0
9714,0071171231105,12.0
9715,0071171231106,
9716,0071171231107,12.0
9717,0071171231108,0.0
9718,0071180371101,11.0
9719,0071180371102,16.0
9720,0071180371103,14.0
9721,0071180371104,9.0
9722,0071180371105,11.0
9723,0071180661101,18.0
9724,0071180661102,14.0
9725,0071180661103,16.0
9726,0071180661104,10.0
9727,0071210261101,11.0
9728,0071210551101,12.0
9729,0071210551102,15.0
9730,0071211281101,11.0
9731,0071211281102,14.0
9732,0071211281103,16.0
9733,0071211441101,5.0
9734,0071211441102,14.0
9735,0071260291101,6.0
9736,0071260291102,11.0
9737,0071260291103,10.0
9738,0071260291104,11.0
9739,0071261031101,12.0
9740,0071261031102,16.0
9741,0071261031103,10.0
9742,0071261031104,0.0
9743,0071261311101,16.0
9744,0071261311102,7.0
9745,0071261311103,16.0
9746,0071261311104,10.0
9747,0071261311105,13.0
9748,0071261311106,0.0
9749,0071290181101,3.0
9750,0071290181102,3.0
9751,0071290811101,12.0
9752,0071290811102,16.0
9753,0071290811103,12.0
9754,0071290811104,0.0
9755,0071291141101,14.0
9756,0071291291101,6.0
9757,0071330881101,11.0
9758,0071330881102,12.0
9759,0071331141101,17.0
9760,0071331141102,15.0
9761,0071331141103,8.0
9762,0071331141104,
9763,0071340401101,18.0
9764,0071340401102,13.0
9765,0071340401103,0.0
9766,0071341041201,11.0
9767,0071341041202,16.0
9768,0071341041203,10.0
9769,0071341042201,16.0
9770,0071341042202,11.0
9771,0071341661101,18.0
9772,0071341661102,16.0
9773,0071341661103,17.0
9774,0071341871101,11.0
9775,0071341871102,12.0
9776,0071341871103,1.0
9777,0071350441101,11.0
9778,0071350441102,11.0
9779,0071350441103,0.0
9780,0071350971101,18.0
9781,0071351241101,12.0
9782,0071351241102,11.0
9783,0071351241103,16.0
9784,0071351241104,12.0
9785,0071351361101,18.0
9786,0071351361102,17.0
9787,0071351361103,3.0
9788,0071360131101,13.0
9789,0071360131102,0.0
9790,0071360131103,0.0
9791,0071360571101,13.0
9792,0071360571102,12.0
9793,0071360571103,7.0
9794,0071360571104,12.0
9795,0071360571105,
9796,0071360651101,11.0
9797,0071360651102,11.0
9798,0071360651103,3.0
9799,0071360771101,12.0
9800,0071360771102,16.0
9801,0071360911101,8.0
9802,0071360911102,11.0
9803,0071360911103,10.0
9804,0071360911104,0.0
9805,0071360911105,1.0
9806,0071460021101,11.0
9807,0071460021102,0.0
9808,0071460021103,11.0
9809,0071460021104,7.0
9810,0071460021105,0.0
9811,0071460341101,11.0
9812,0071460341102,7.0
9813,0071460341103,0.0
9814,0071460341104,0.0
9815,0071460341105,0.0
9816,0071460341106,
9817,0071460341107,2.0
9818,0071460341108,
9819,0071460341109,13.0
9820,0071460521101,14.0
9821,0071460521102,11.0
9822,0071460521103,0.0
9823,0071460521104,0.0
9824,0071460841101,9.0
9825,0071460841102,8.0
9826,0071460841103,8.0
9827,0071460841104,10.0
9828,0071461011101,11.0
9829,0071461011102,15.0
9830,0071461011103,14.0
9831,0071461011104,11.0
9832,0071461341101,5.0
9833,0071461341102,13.0
9834,0071470271101,0.0
9835,0071470271102,7.0
9836,0071470271103,9.0
9837,0071470271104,9.0
9838,0071470271105,0.0
9839,0071470271106,2.0
9840,0071470271107,11.0
9841,0071470271108,3.0
9842,0071470271109,
9843,0071470271110,
9844,0071470611101,
9845,0071470611102,11.0
9846,0071470611103,0.0
9847,0071470611104,0.0
9848,0071470771101,9.0
9849,0071470771102,11.0
9850,0071470771103,
9851,0071471101101,
9852,0071471101102,0.0
9853,0071471101103,0.0
9854,0071471101104,0.0
9855,0071471101105,0.0
9856,0071471101106,3.0
9857,0071471251101,7.0
9858,0071471251102,0.0
9859,0071471251103,0.0
9860,0071471401101,11.0
9861,0071471401102,10.0
9862,0071471401103,11.0
9863,0071471401104,0.0
9864,0071580131101,1.0
9865,0071580131102,0.0
9866,0071580131103,8.0
9867,0071580131104,0.0
9868,0071580131105,0.0
9869,0071580131106,0.0
9870,0071580311101,1.0
9871,0071580311102,9.0
9872,0071580311103,10.0
9873,0071581051101,11.0
9874,0071581051102,11.0
9875,0071581051103,14.0
9876,0071581051104,10.0
9877,0071581251201,1.0
9878,0071581251202,5.0
9879,0071581251203,9.0
9880,0071581252201,7.0
9881,0071581252202,10.0
9882,0071581611201,5.0
9883,0071581611202,
9884,0071581612201,11.0
9885,0071581612202,11.0
9886,0071581612203,8.0
9887,0071581612204,0.0
9888,0071581612205,0.0
9889,0071610121101,11.0
9890,0071610121102,0.0
9891,0071610121103,2.0
9892,0071610121105,
9893,0071610121106,9.0
9894,0071610121107,9.0
9895,0071610451201,11.0
9896,0071610452201,13.0
9897,0071610452202,14.0
9898,0071610781101,5.0
9899,0071610781102,9.0
