,IRUC,CodSector,Activos,Clave,Utility,ROA
134,00000016448,11,11.980577,061,0.030394,0.2536939581457554
135,00000021366,11,8.08057,061,0.787323,9.743409190193267
136,00000011639,11,33.415835,061,0.065259,0.19529363848007986
137,00000025374,11,15.434821,061,0.800069,5.183532740677719
138,00000013807,11,8.00531,061,1.394666,17.421761305933188
139,00000032905,11,51.588034,061,5.21252,10.104126084742829
140,00000017854,11,29.113009,061,0.219948,0.7554973104978603
141,00000011663,11,19.963969,061,1.15465,5.783669569913679
142,00000024927,11,59.608552,061,14.194528,23.812905235476947
143,00000012099,11,39.220538,061,0.939367,2.3950895319182006
144,00000016229,11,163.664364,061,10.385791,6.345786429109271
145,00000026002,11,88.494498,061,1.218252,1.3766415173065336
146,00000017918,11,80.296563,061,2.55646,3.1837726354489164
147,00000047740,11,288.201266,061,2.351798,0.8160262557625269
148,00000009832,11,256.951022,061,-1.881546,-0.7322586169748723
149,00000009876,11,165.529273,061,21.683283,13.099364606041616
150,00000028776,11,8.438389,061,-2.330013,-27.61205960047587
151,00000010629,11,34.496516,061,0.913604,2.648394985742908
152,00000028823,11,18.97312,061,0.133669,0.7045177598623737
153,00000110733,11,13.72213,061,-0.395444,-2.8817975051978086
154,00000027415,11,20.076009,061,3.842083,19.137683191913293
155,00000015710,11,19.055017,061,0.703626,3.6926023209530587
156,00000145740,11,8.791473,061,-0.412903,-4.696630473641903
157,00000010055,11,104.761319,061,1.127038,1.0758150152729558
158,00000012990,11,14.723181,061,0.381495,2.5911180471122375
159,00000017034,11,18.885685,061,-0.15721,-0.8324294300153794
160,00000026893,11,44.984877,061,1.481955,3.294340451347683
161,00000030032,11,291.848589,061,15.585443,5.3402495634474345
162,00000019245,11,45.882453,061,2.083222,4.540345739579356
163,00000047746,11,46.935972,061,1.973548,4.204766442250307
164,00000021208,11,123.572969,061,1.32395,1.0713912684253786
165,00000028641,11,45.606449,061,-0.23479,-0.5148175425804363
166,00000143985,11,7.26167,061,0.332882,4.584097046547145
167,00000047749,11,13.458775,061,0.587469,4.364951490756031
168,00000010147,11,650.246505,061,9.943244,1.5291499336855336
169,00000024756,11,29.373787,061,3.240235,11.03104274569704
170,00000024997,11,172.277524,061,0.578353,0.3357100720811381
171,00000027940,11,19.274066,061,1.159151,6.014044986667577
172,00000009951,11,15.441743,061,0.209367,1.355850825907412
173,00000033545,11,503.542781,061,46.654249,9.265200646377652
174,00000047747,11,91.605322,061,-5.599057,-6.112152523190738
175,00000010033,11,8.814397,061,0.016526,0.18748871874048784
176,00000028223,11,32.696886,061,1.008888,3.08557824130408
177,00000017516,11,90.577434,061,15.622995,17.248219904308616
178,00000026846,11,31.712158,061,1.143357,3.60542161779088
179,00000027390,11,1839.221809,061,-24.643831,-1.3399053273187889
180,00000025088,11,26.499811,061,4.818314,18.18244665971391
181,00000120343,11,7.196131,061,1.265512,17.586005591059973
182,00000009980,11,43.293879,061,1.126919,2.6029522556756812
183,00000010841,11,28.338424,061,-2.110794,-7.448522895980384
184,00000028653,11,28.772773,061,0.376804,1.309585280501118
185,00000010038,11,189.827992,061,4.308654,2.2697674640102603
186,00000015365,11,12.927749,061,-0.069241,-0.5355998171065975
187,00000010291,11,57.061813,061,5.280127,9.253346016187743
188,00000110621,11,9.225456,061,-0.120186,-1.3027648714600124
189,00000010315,11,136.270133,061,10.459503,7.675565268583102
190,00000016131,11,340.941011,061,7.581764,2.223775889489575
191,00000047729,11,21.746604,061,1.399275,6.434452938031152
192,00000025561,11,9.099647,061,0.533098,5.858447036461964
193,00000011047,11,11.145412,061,0.037405,0.33560894832779625
194,00000010223,11,8581.819213,061,466.157664,5.431921279509712
195,00000010447,11,16.064639,061,2.143987,13.346001737107196
196,00000026602,11,18.287975,061,1.418307,7.755407583398381
197,00000025987,11,9.021015,061,0.232797,2.5806076145533514
198,00000048214,11,13.57165,061,0.03761,0.27712179432861883
199,00000028714,11,37.331878,061,1.657124,4.438898037757436
200,00000012090,11,12.317255,061,0.132634,1.0768145987072608
201,00000009870,11,222.203735,061,0.998945,0.4495626502407802
202,00000010238,11,202.10568,061,-7.683312,-3.80163090913625
203,00000016214,11,671.2117,061,35.168454,5.2395472248174455
204,00000017045,11,3.290791,061,0.325254,9.883763508530318
205,00000028225,11,67.972662,061,-0.30382,-0.44697381426668265
206,00000030417,11,5.304595,061,1.091191,20.570675046822615
207,00000015538,11,7811.421454,061,449.616213,5.7558821483094444
208,00000017765,11,3102.797426,061,127.897117,4.121993783038545
209,00000017328,11,15.112998,061,0.700456,4.634791852682042
210,00000010278,11,301.765238,061,16.879577,5.593612144285486
211,00000025166,11,19.796106,061,0.104578,0.5282756113752877
212,00000017911,11,11.963905,061,0.30833,2.5771685749761466
213,00000014047,11,26.357634,061,0.195951,0.7434316752406532
214,00000023898,11,128.631441,061,9.860951,7.66605032435266
215,00000024566,11,37.124539,061,2.06534,5.563274469212938
216,00000010936,11,53.236963,061,0.285216,0.5357480666205546
217,00000016897,11,899.638705,061,29.659984,3.2968772725268645
218,00000010064,11,92.91677,061,1.308218,1.407946057530842
219,00000009960,11,343.226908,061,-5.398127,-1.57275751818386
220,00000017466,11,12.839536,061,1.503365,11.708873280155919
221,00000010524,11,40.452446,061,0.674295,1.6668831348294735
222,00000011580,11,20.782077,061,-1.906847,-9.175439971664044
223,00000010468,11,61.630571,061,1.053954,1.7101155853318315
224,00000012402,11,80.628416,061,6.319019,7.8372108910089455
225,00000013865,11,84.541293,061,-2.004664,-2.37122467478703
226,00000014657,11,16.024562,061,0.148023,0.9237257155608994
227,00000025995,11,19.197957,061,0.701085,3.6518729571068422
228,00000010690,11,30.615582,061,0.477282,1.558951255605724
229,00000026590,11,5.005755,061,-0.014948,-0.2986162926471631
230,00000011177,11,20.909847,061,1.236047,5.911315372130652
231,00000015616,11,177.762047,061,11.959422,6.727770185949761
232,00000021672,11,46.145818,061,6.504543,14.095628340578989
233,00000145742,11,52.111448,061,12.086399,23.193366263781424
234,00000025772,11,8.874711,061,1.736574,19.567668175335516
235,00000010208,11,122.529151,061,4.180099,3.4115138853773668
236,00000138815,11,15.090122,061,-2.390834,-15.843702257675584
237,00000023340,11,240.264149,061,37.444942,15.584906094333698
238,00000010656,11,63.257711,061,2.428498,3.839054498826237
239,00000016297,11,84.16688,061,-0.676633,-0.803918358385151
240,00000016477,11,27.861844,061,3.078422,11.048881043192978
241,00000016884,11,2041.429848,061,116.560321,5.7097392356732115
242,00000011184,11,67.320719,061,3.547854,5.27007740365934
243,00000012943,11,128.446357,061,3.086749,2.4031425040727314
244,00000015589,11,144.743474,061,3.268998,2.258476952128426
245,00000027557,11,42.080617,061,0.301968,0.7175940409809106
246,00000011052,11,1090.70165,061,-26.340844,-2.415036595938037
247,00000032373,11,348.884957,061,-1.329861,-0.38117464605961787
248,00000018521,11,36.685656,061,1.525756,4.1589988195931396
249,00000014600,11,58.984115,061,-2.837121,-4.809974685557289
250,00000024992,11,13.042453,061,0.021453,0.16448592914231702
251,00000019373,11,17.905053,061,2.133048,11.91310631697097
252,00000021679,11,119.162937,061,14.650404,12.294430104555076
253,00000010005,11,72.142889,061,0.902555,1.251065784182832
254,00000015340,11,388.092647,061,10.188405,2.625250717517459
255,00000019635,11,20.641035,061,0.622101,3.0139040992857193
256,00000015478,11,13.569683,061,0.869722,6.409302265940922
257,00000024877,11,27.632622,061,0.211752,0.7663116442587316
258,00000010027,11,30.336855,061,2.603756,8.582814533675293
259,00000010037,11,843.078286,061,86.386482,10.246555205432013
260,00000116426,11,21.284543,061,0.88588,4.1620813752026535
261,00000033073,11,83.460536,061,4.557963,5.461219419918415
262,00000023784,11,40.785489,061,4.541409,11.13486465737851
263,00000029545,11,48.559689,061,2.016676,4.152983763961092
264,00000011594,11,11.069088,061,0.963525,8.704646670077967
265,00000015261,11,433.710153,061,25.980898,5.990382706120324
266,00000016854,11,13.249337,061,0.51557,3.8912890509162836
267,00000031943,11,9.464807,061,0.931794,9.844828320323911
268,00000017977,11,287.162217,061,6.131602,2.135239818126909
269,00000010432,11,527.375055,061,32.822678,6.223782806716181
270,00000010635,11,27.441461,061,0.170395,0.6209399710897316
271,00000013719,11,15.373855,061,0.743658,4.8371602307944235
272,00000011050,11,3329.293531,061,163.655989,4.915637130705133
273,00000012487,11,51.440142,061,-0.346229,-0.673071625657643
274,00000018350,11,246.867433,061,0.648009,0.2624927039282658
275,00000015669,11,8.78513,061,0.10016,1.140108342164544
276,00000016233,11,35.01458,061,0.824342,2.354282130472506
277,00000010010,11,170.897274,061,56.097829,32.825467420855404
278,00000011221,11,30.810645,061,-0.203812,-0.6614986476264939
279,00000123322,11,15.959563,061,0.646526,4.051025707909421
280,00000010715,11,15.123116,061,0.516427,3.4148187450258263
281,00000017849,11,58.026664,061,0.258994,0.44633618779118517
282,00000024833,11,6.940925,061,-0.555365,-8.001311064447462
283,00000120510,11,8.383062,061,-0.153707,-1.8335424454692093
284,00000025104,11,90.537049,061,-5.398222,-5.9624452747515555
285,00000027939,11,68.70209,061,0.163057,0.23733921340675374
286,00000027104,11,46.485063,061,1.616774,3.4780505729335034
287,00000010129,11,473.561445,061,84.194566,17.779016195036736
288,00000019249,11,8.39986,061,0.397576,4.73312650448936
289,00000026305,11,19.29041,061,3.459531,17.93394230604741
290,00000011257,11,17.929961,061,0.585869,3.2675419650940682
291,00000019170,11,11.824534,061,0.621726,5.2579323633388
292,00000016430,11,138.323742,061,6.648392,4.806399757461738
293,00000010046,11,16.151764,061,1.287381,7.970528791777791
294,00000026309,11,55.985475,061,1.666165,2.9760665601211738
295,00000109689,11,16.382378,061,0.766074,4.6762075688889615
296,00000002632,11,7.985886,061,1.856772,23.250669994537866
297,00000009891,11,25.91683,061,0.196494,0.7581714276012922
298,00000109591,11,3.593824,061,0.443192,12.332045197538887
299,00000025255,11,92.751985,061,3.203367,3.453691044994886
300,00000011176,11,9.85546,061,0.083192,0.8441209238330835
301,00000012890,11,30.988723,061,2.180495,7.036414504721606
302,00000027779,11,15.738406,061,0.72378,4.598813882422401
303,00000015715,11,103.176331,061,0.37286,0.3613813327011987
304,00000110718,11,165.696995,061,-0.848337,-0.5119809203540475
305,00000018037,11,82.85384,061,0.111354,0.13439811600765877
306,00000028029,11,13.195,061,0.547737,4.151095111784767
307,00000021699,11,332.83744,061,5.960281,1.7907483605209797
308,00000117974,11,13.834145,061,2.995843,21.655425759958423
309,00000023689,11,24.966446,061,1.242539,4.976835709816287
310,00000027090,11,5.977452,061,0.504835,8.44565543980947
311,00000011687,11,11.233404,061,1.285385,11.442524456522706
312,00000014705,11,70.071787,061,0.036437,0.05199953013899874
313,00000030074,11,8.127092,061,0.189398,2.3304522700124477
314,00000032175,11,285.936726,061,-2.732198,-0.9555253843117725
315,00000114725,11,7.875638,061,0.024966,0.3170028891627573
316,00000112760,11,5.760183,061,0.102359,1.7770095151490848
317,00000108615,11,5.449224,061,0.401984,7.3769035737932604
318,00000019219,11,586.964293,061,30.993095,5.280235164151629
319,00000010418,11,18.339585,061,0.132351,0.7216684565108753
320,00000011325,11,6.862367,061,0.091141,1.3281277436779468
321,00000015572,11,16.418366,061,0.784358,4.777320715106486
322,00000012301,11,10.992019,061,0.718301,6.53475034932163
323,00000027333,11,121.502793,061,0.988735,0.8137549562338044
324,00000024462,11,20.266671,061,2.680429,13.225798158957632
325,00000112709,11,31.327225,061,-4.448776,-14.200989714218224
326,00000010584,11,2.977736,061,0.170804,5.736035699605338
327,00000012292,11,11.372843,061,-0.489266,-4.302055343593506
328,00000010298,11,29.782333,061,-1.218643,-4.091831892417561
329,00000010957,11,105.152069,061,0.094784,0.09013992867796068
330,00000011893,11,259.974604,061,4.829952,1.8578553157446098
331,00000026485,11,348.514925,061,13.093565,3.7569596194481485
332,00000048332,11,14.816306,061,2.383313,16.085743639473968
333,00000015592,11,47.530621,061,2.558431,5.3827005542384985
334,00000010184,11,420.441129,061,11.592513,2.757226208475908
335,00000026267,11,12.84205,061,0.494809,3.8530374823334284
336,00000011432,11,28.600893,061,1.019368,3.5641124911729163
337,00000028878,11,19.182375,061,1.947095,10.150437576160408
338,00000014231,11,17.358427,061,5.163398,29.74577131902563
339,00000010867,11,8.805528,061,0.143494,1.629589957581192
340,00000010346,11,69.414234,061,6.553756,9.441515986476205
341,00000026746,11,23.419095,061,3.194907,13.642316238095454
342,00000026837,11,45.144805,061,1.301968,2.883981888946026
343,00000026979,11,10.449367,061,0.1834,1.755130238989596
344,00000027522,11,29.1905,061,1.48111,5.073945290419828
345,00000016454,11,25.908571,061,1.779438,6.86814413654848
346,00000011341,11,149.894717,061,1.017893,0.6790719648911975
347,00000014571,11,15.719343,061,1.643343,10.454272802622858
348,00000027088,11,23.292598,061,-0.396415,-1.701892592659694
349,00000011143,11,104.218509,061,-1.561857,-1.4986368688118539
350,00000013279,11,15.522026,061,1.355682,8.733924295707274
351,00000012994,11,20.985419,061,2.883216,13.739139542555714
352,00000014783,11,59.162032,061,3.23803,5.473155485937332
353,00000010770,11,7.3985,061,0.297733,4.024234642157194
354,00000011411,11,13.593428,061,1.288499,9.478837861943287
355,00000048399,11,8.29428,061,0.154636,1.8643691797238577
356,00000033099,11,10.928581,061,1.411741,12.917880189568983
357,00000021374,11,6.122308,061,0.297375,4.857236845973773
358,00000144824,11,4.134808,061,1.998035,48.322316296185946
359,00000048085,11,20.040491,061,0.568609,2.8373007427812023
360,00000030073,11,9.278648,061,0.959154,10.337217232510596
361,00000032598,11,3.944373,061,0.626043,15.871800156831009
362,00000011403,11,12.686813,061,3.074891,24.23690646342781
363,00000025353,11,12.201168,061,0.476696,3.9069702179332344
364,00000025981,11,9.759107,061,4.347103,44.54406535352056
365,00000012927,11,5.31384,061,0.365737,6.882725110278066
366,00000010416,11,34.022508,061,0.607551,1.7857325509336348
367,00000009892,11,124.725921,061,3.284584,2.6334413678131914
368,00000122451,11,4.096471,061,0.467875,11.421416140868565
369,00000024647,11,58.151726,061,-0.739789,-1.2721703221672218
370,00000027575,11,4.222092,061,0.073166,1.7329323946517508
371,00000010571,11,9.375426,061,0.51644,5.5084430296820655
372,00000015242,11,52.147175,061,1.544744,2.962277438806608
373,00000115208,11,9.042599,061,0.193944,2.14478160537695
374,00000121297,11,3.675562,061,0.468264,12.739929295166288
375,00000145793,11,6.355433,061,0.536838,8.446914631937746
376,00000019885,11,9.225643,061,0.045074,0.4885729916061136
377,00000010032,11,45.408401,061,0.660998,1.4556733675779512
378,00000010826,11,14.958984,061,0.008018,0.05359989689139317
379,00000023808,11,33.094955,061,3.091766,9.342106674567166
380,00000030405,11,6.413888,061,0.179676,2.8013585519422852
381,00000009994,11,114.56614,061,8.130488,7.096763493995695
382,00000109527,11,4.47378,061,0.245821,5.494704701616978
383,00000024782,11,36.662416,061,0.471981,1.2873701504014357
384,00000025874,11,25.827309,061,0.403259,1.5613666913575857
385,00000011468,11,4.222648,061,0.153503,3.6352307840956666
386,00000010727,11,25.403961,061,0.475867,1.873200010029932
387,00000014021,11,28.928088,061,0.938345,3.243715934492456
388,00000010490,11,12.777988,061,0.987113,7.725105079140785
389,00000019537,11,20.263541,061,0.107088,0.5284762421335935
390,00000033117,11,22.41271,061,1.012088,4.515687750388062
391,00000011453,11,6.478905,061,-1.078547,-16.647056871492943
392,00000010932,11,3.904385,061,0.734458,18.811105974436437
393,00000018032,11,58.490299,061,-8.481259,-14.500283200809077
394,00000013645,11,191.170511,061,-1.706975,-0.8929070655672411
395,00000009890,11,185.937771,061,1.126189,0.605680596224852
396,00000018975,11,119.889561,061,6.059615,5.054330793654336
397,00000010295,11,291.721955,061,4.553535,1.5609161127416689
398,00000010675,11,15.56509,061,0.859652,5.5229491124047465
399,00000016186,11,8.747082,061,0.336514,3.8471572577003386
400,00000145799,11,4.30096,061,0.676286,15.724070905100257
401,00000010398,11,174.887411,061,21.014501,12.01601697906089
402,00000021761,11,31.212513,061,0.06934,0.22215449297530127
403,00000011332,11,13.249099,061,-0.128927,-0.9731001330732001
404,00000024047,11,34.258338,061,1.960714,5.723319093880153
405,00000010621,11,117.488966,061,10.480562,8.920464922637928
406,00000011237,11,16.484977,061,0.211051,1.2802626294231407
407,00000012218,11,3.381277,061,0.110281,3.2615192425820188
408,00000011888,11,87.894765,061,8.633276,9.822286913219463
409,00000010850,11,177.7741,061,0.443805,0.24964547704080628
410,00000011072,11,12.262925,061,0.615687,5.020718955714074
411,00000010415,11,118.544735,061,-8.207847,-6.923839342169012
412,00000028114,11,74.270597,061,0.67701,0.9115451165688087
413,00000121956,11,49.678292,061,-0.517784,-1.0422741587009474
414,00000019407,11,362.375494,061,3.000477,0.8280021827303807
415,00000010866,11,87.7896,061,12.1593,13.850501653954456
416,00000010603,11,27.847963,061,0.323485,1.1616109946713158
417,00000026987,11,32.99289,061,1.174342,3.5593790055978722
418,00000118967,11,7.303439,061,0.391271,5.3573528854009735
419,00000014082,11,16.768014,061,0.505238,3.0131057858133943
420,00000015358,11,6.507614,061,0.125749,1.9323364907629739
421,00000015369,11,119.759914,061,1.881684,1.5712135531426652
422,00000019499,11,38.278375,061,3.866011,10.099726020239888
423,00000016130,11,18.517621,061,0.07799,0.4211664122513363
424,00000013454,11,7.284324,061,0.800185,10.98502757428143
425,00000145741,11,13.574529,061,0.774371,5.704588350726571
426,00000021407,11,7.294761,061,0.060668,0.8316653554516727
427,00000122510,11,657.90688,061,-33.675827,-5.118631226352276
428,00000020022,11,11.263658,061,0.324035,2.876818525562477
429,00000144486,11,3.909404,061,0.602997,15.424269274805061
430,00000028036,11,4.974069,061,0.073876,1.4852226617684636
431,00000110724,11,1.482189,061,-1.257147,-84.81691606131201
432,00000145743,11,31.637351,061,1.974488,6.241002920882978
433,00000010021,11,17.964252,061,0.092305,0.5138260140193981
434,00000012968,11,18.22773,061,1.659459,9.104035444896319
435,00000013892,11,14.816139,061,1.937745,13.078609751163917
436,00000010072,11,142.916654,061,9.93639,6.9525767094995095
437,00000028837,11,23.856001,061,0.623819,2.614935336396071
438,00000016567,11,3198.962517,061,190.781272,5.963848309761236
439,00000010172,11,38.292515,061,-0.548632,-1.4327395314724038
440,00000012060,11,84.83414,061,3.917087,4.617347449977096
441,00000112565,11,2.976639,061,0.898607,30.18864565034591
442,00000009839,11,215.037027,061,5.695714,2.6487131446436893
443,00000013527,11,478.51761,061,9.808365,2.049739611463829
444,00000010284,11,322.595605,061,12.283407,3.8076795869553157
445,00000016119,11,51.830559,061,7.967695,15.372581646283228
446,00000014932,11,225.369449,061,3.196521,1.4183470803977518
447,00000014160,11,322.257136,061,-15.841428,-4.91577260216202
448,00000010785,11,26.886546,061,0.66673,2.4797904498406007
449,00000016472,11,24.692699,061,0.280739,1.1369312038347854
450,00000108670,11,27.859437,061,1.536022,5.513471072656637
451,00000021777,11,86.686084,061,-2.802686,-3.2331440880407056
452,00000011565,11,6.259407,061,0.308446,4.927719191290804
453,00000019119,11,145.71217,061,3.032819,2.0813765933209285
454,00000013160,11,6.039053,061,0.140405,2.324950617257375
455,00000009875,11,32.582938,061,0.991674,3.0435376944829224
456,00000044876,11,20.439104,061,0.107201,0.524489723228572
457,00000011896,11,20.34143,061,0.862162,4.238453245420799
458,00000010392,11,50.803076,061,0.269378,0.5302395469124744
459,00000016452,11,332.943299,061,7.646771,2.296718697438028
460,00000025458,11,134.712408,061,-2.530464,-1.878419395487311
461,00000032901,11,60.780603,061,-24.985856,-41.10827265073365
462,00000010253,11,1137.096309,061,92.218915,8.110035559002064
463,00000012726,11,17.725087,061,1.292069,7.28949313478687
464,00000010531,11,20.074065,061,1.07878,5.3739987391691715
465,00000019224,11,339.083918,061,4.069186,1.2000527845735227
466,00000019204,11,716.689801,061,48.040614,6.703125108375863
467,00000009873,11,490.916666,061,65.212884,13.28390101956734
